FID,date_ech,code_qual,lib_qual,coul_qual,date_dif,source,type_zone,code_zone,lib_zone,code_no2,code_so2,code_o3,code_pm10,code_pm25,x_wgs84,y_wgs84,x_reg,y_reg,epsg_reg,geom
ind_bretagne.2021-06-18 02:00:00+02.200069409,2021-06-18T02:00:00,2,Moyen,#50CCAA,2021-06-18T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-06-17 02:00:00+02.200069409,2021-06-17T02:00:00,2,Moyen,#50CCAA,2021-06-17T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-06-16 02:00:00+02.200069409,2021-06-16T02:00:00,3,Dégradé,#F0E641,2021-06-16T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,3,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-06-15 02:00:00+02.200069409,2021-06-15T02:00:00,2,Moyen,#50CCAA,2021-06-15T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-06-14 02:00:00+02.200069409,2021-06-14T02:00:00,3,Dégradé,#F0E641,2021-06-14T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,3,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-06-13 02:00:00+02.200069409,2021-06-13T02:00:00,2,Moyen,#50CCAA,2021-06-13T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-06-12 02:00:00+02.200069409,2021-06-12T02:00:00,2,Moyen,#50CCAA,2021-06-12T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-06-11 02:00:00+02.200069409,2021-06-11T02:00:00,2,Moyen,#50CCAA,2021-06-11T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-06-10 02:00:00+02.200069409,2021-06-10T02:00:00,2,Moyen,#50CCAA,2021-06-10T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-06-09 02:00:00+02.200069409,2021-06-09T02:00:00,2,Moyen,#50CCAA,2021-06-09T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-06-08 02:00:00+02.200069409,2021-06-08T02:00:00,2,Moyen,#50CCAA,2021-06-08T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-06-07 02:00:00+02.200069409,2021-06-07T02:00:00,2,Moyen,#50CCAA,2021-06-07T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-06-06 02:00:00+02.200069409,2021-06-06T02:00:00,2,Moyen,#50CCAA,2021-06-06T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-06-05 02:00:00+02.200069409,2021-06-05T02:00:00,2,Moyen,#50CCAA,2021-06-05T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-06-04 02:00:00+02.200069409,2021-06-04T02:00:00,2,Moyen,#50CCAA,2021-06-04T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-06-03 02:00:00+02.200069409,2021-06-03T02:00:00,2,Moyen,#50CCAA,2021-06-03T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-06-02 02:00:00+02.200069409,2021-06-02T02:00:00,2,Moyen,#50CCAA,2021-06-02T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-06-01 02:00:00+02.200069409,2021-06-01T02:00:00,3,Dégradé,#F0E641,2021-06-01T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,3,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-31 02:00:00+02.200069409,2021-05-31T02:00:00,3,Dégradé,#F0E641,2021-05-31T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,3,2,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-30 02:00:00+02.200069409,2021-05-30T02:00:00,3,Dégradé,#F0E641,2021-05-30T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,3,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-29 02:00:00+02.200069409,2021-05-29T02:00:00,3,Dégradé,#F0E641,2021-05-29T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,3,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-28 02:00:00+02.200069409,2021-05-28T02:00:00,3,Dégradé,#F0E641,2021-05-28T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,3,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-27 02:00:00+02.200069409,2021-05-27T02:00:00,2,Moyen,#50CCAA,2021-05-27T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-26 02:00:00+02.200069409,2021-05-26T02:00:00,2,Moyen,#50CCAA,2021-05-26T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-25 02:00:00+02.200069409,2021-05-25T02:00:00,2,Moyen,#50CCAA,2021-05-25T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-24 02:00:00+02.200069409,2021-05-24T02:00:00,2,Moyen,#50CCAA,2021-05-24T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-23 02:00:00+02.200069409,2021-05-23T02:00:00,2,Moyen,#50CCAA,2021-05-23T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-22 02:00:00+02.200069409,2021-05-22T02:00:00,2,Moyen,#50CCAA,2021-05-22T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-21 02:00:00+02.200069409,2021-05-21T02:00:00,2,Moyen,#50CCAA,2021-05-21T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-20 02:00:00+02.200069409,2021-05-20T02:00:00,2,Moyen,#50CCAA,2021-05-20T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-19 02:00:00+02.200069409,2021-05-19T02:00:00,2,Moyen,#50CCAA,2021-05-19T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-18 02:00:00+02.200069409,2021-05-18T02:00:00,2,Moyen,#50CCAA,2021-05-18T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-17 02:00:00+02.200069409,2021-05-17T02:00:00,2,Moyen,#50CCAA,2021-05-17T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-16 02:00:00+02.200069409,2021-05-16T02:00:00,2,Moyen,#50CCAA,2021-05-16T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-15 02:00:00+02.200069409,2021-05-15T02:00:00,2,Moyen,#50CCAA,2021-05-15T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-14 02:00:00+02.200069409,2021-05-14T02:00:00,2,Moyen,#50CCAA,2021-05-14T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-13 02:00:00+02.200069409,2021-05-13T02:00:00,2,Moyen,#50CCAA,2021-05-13T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-12 02:00:00+02.200069409,2021-05-12T02:00:00,2,Moyen,#50CCAA,2021-05-12T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-11 02:00:00+02.200069409,2021-05-11T02:00:00,2,Moyen,#50CCAA,2021-05-11T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-10 02:00:00+02.200069409,2021-05-10T02:00:00,2,Moyen,#50CCAA,2021-05-10T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-09 02:00:00+02.200069409,2021-05-09T02:00:00,2,Moyen,#50CCAA,2021-05-09T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-08 02:00:00+02.200069409,2021-05-08T02:00:00,2,Moyen,#50CCAA,2021-05-08T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-07 02:00:00+02.200069409,2021-05-07T02:00:00,2,Moyen,#50CCAA,2021-05-07T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-06 02:00:00+02.200069409,2021-05-06T02:00:00,2,Moyen,#50CCAA,2021-05-06T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-05 02:00:00+02.200069409,2021-05-05T02:00:00,2,Moyen,#50CCAA,2021-05-05T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-04 02:00:00+02.200069409,2021-05-04T02:00:00,2,Moyen,#50CCAA,2021-05-04T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-03 02:00:00+02.200069409,2021-05-03T02:00:00,3,Dégradé,#F0E641,2021-05-03T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,3,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-02 02:00:00+02.200069409,2021-05-02T02:00:00,3,Dégradé,#F0E641,2021-05-02T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,3,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-05-01 02:00:00+02.200069409,2021-05-01T02:00:00,3,Dégradé,#F0E641,2021-05-01T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,3,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-30 02:00:00+02.200069409,2021-04-30T02:00:00,3,Dégradé,#F0E641,2021-04-30T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,3,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-29 02:00:00+02.200069409,2021-04-29T02:00:00,3,Dégradé,#F0E641,2021-04-29T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,3,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-28 02:00:00+02.200069409,2021-04-28T02:00:00,3,Dégradé,#F0E641,2021-04-28T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-27 02:00:00+02.200069409,2021-04-27T02:00:00,3,Dégradé,#F0E641,2021-04-27T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,3,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-26 02:00:00+02.200069409,2021-04-26T02:00:00,2,Moyen,#50CCAA,2021-04-26T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-25 02:00:00+02.200069409,2021-04-25T02:00:00,2,Moyen,#50CCAA,2021-04-25T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-24 02:00:00+02.200069409,2021-04-24T02:00:00,3,Dégradé,#F0E641,2021-04-24T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,3,1,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-23 02:00:00+02.200069409,2021-04-23T02:00:00,3,Dégradé,#F0E641,2021-04-23T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,3,1,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-22 02:00:00+02.200069409,2021-04-22T02:00:00,4,Mauvais,#FF5050,2021-04-22T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,3,2,4,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-21 02:00:00+02.200069409,2021-04-21T02:00:00,3,Dégradé,#F0E641,2021-04-21T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,3,2,3,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-20 02:00:00+02.200069409,2021-04-20T02:00:00,3,Dégradé,#F0E641,2021-04-20T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,3,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-19 02:00:00+02.200069409,2021-04-19T02:00:00,3,Dégradé,#F0E641,2021-04-19T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,3,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-18 02:00:00+02.200069409,2021-04-18T02:00:00,3,Dégradé,#F0E641,2021-04-17T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,0,0,0,0,0,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-17 02:00:00+02.200069409,2021-04-17T02:00:00,3,Dégradé,#F0E641,2021-04-17T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,3,1,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-16 02:00:00+02.200069409,2021-04-16T02:00:00,2,Moyen,#50CCAA,2021-04-16T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-15 02:00:00+02.200069409,2021-04-15T02:00:00,2,Moyen,#50CCAA,2021-04-15T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-14 02:00:00+02.200069409,2021-04-14T02:00:00,2,Moyen,#50CCAA,2021-04-14T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-13 02:00:00+02.200069409,2021-04-13T02:00:00,2,Moyen,#50CCAA,2021-04-13T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,1,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-12 02:00:00+02.200069409,2021-04-12T02:00:00,2,Moyen,#50CCAA,2021-04-12T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-11 02:00:00+02.200069409,2021-04-11T02:00:00,2,Moyen,#50CCAA,2021-04-11T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-10 02:00:00+02.200069409,2021-04-10T02:00:00,2,Moyen,#50CCAA,2021-04-10T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-09 02:00:00+02.200069409,2021-04-09T02:00:00,3,Dégradé,#F0E641,2021-04-09T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-08 02:00:00+02.200069409,2021-04-08T02:00:00,3,Dégradé,#F0E641,2021-04-08T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,3,2,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-07 02:00:00+02.200069409,2021-04-07T02:00:00,2,Moyen,#50CCAA,2021-04-07T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-06 02:00:00+02.200069409,2021-04-06T02:00:00,2,Moyen,#50CCAA,2021-04-06T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-05 02:00:00+02.200069409,2021-04-05T02:00:00,3,Dégradé,#F0E641,2021-04-05T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,3,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-04 02:00:00+02.200069409,2021-04-04T02:00:00,3,Dégradé,#F0E641,2021-04-04T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,3,2,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-03 02:00:00+02.200069409,2021-04-03T02:00:00,3,Dégradé,#F0E641,2021-04-03T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,3,2,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-02 02:00:00+02.200069409,2021-04-02T02:00:00,3,Dégradé,#F0E641,2021-04-02T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,3,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-04-01 02:00:00+02.200069409,2021-04-01T02:00:00,4,Mauvais,#FF5050,2021-04-01T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,3,4,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-03-31 02:00:00+02.200069409,2021-03-31T02:00:00,3,Dégradé,#F0E641,2021-03-31T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,1,2,3,2,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-03-30 02:00:00+02.200069409,2021-03-30T02:00:00,1,Bon,#50F0E6,2021-03-30T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,1,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-03-29 02:00:00+02.200069409,2021-03-29T02:00:00,2,Moyen,#50CCAA,2021-03-29T02:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-03-28 01:00:00+01.200069409,2021-03-28T01:00:00,2,Moyen,#50CCAA,2021-03-27T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,0,0,0,0,0,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
